asset,current_price,prev_close,opens,bids,ask,day_range_min,day_range_max,fifty_two_wk_min,fifty_two_wk_max,volume,avg_volume,market_cap,beta,PE_ratio,eps,earnings_date_min,earnings_date_max,dividend_yield,dividend_date,one_year_est,RSI,Adj_Close,Change,Gain,Loss,AVG_gain,AVG_Loss,RS,target
(HWC),30.68,32.95,31.42,30380.0,41000.0,30.06,32.31,30.06,44.74,911400.0,541616.0,2.676,1.34,8.25,3.72,"Apr 13, 2020 "," Apr 19, 2020","['1.08', '(3.23%)']","Mar 03, 2020",47.25,23.47240332236116,30.68,-2.270000000000003,0.0,2.270000000000003,0.2108443128686701,0.6874203853516762,0.3067181558207713,0.0
(PAGS),27.5,29.51,28.32,27490.0,33490.0,26.52,28.35,24.26,53.43,2956031.0,2168926.0,8.868,0.36,39.51,0.7,F,e,"['N/A', '(N/A)']",,203.59,29.05466675774342,27.5,-2.0100000000000016,0.0,2.0100000000000016,0.30093436754628444,0.7348178923418169,0.4095359825646408,0.0
(TTD),252.94,271.17,264.99,250000.0,253040.0,245.88,265.3,173.6,323.78,2198076.0,1783826.0,11.527,2.28,111.43,2.27,F,e,"['N/A', '(N/A)']",,287.61,,,,,,,,,
(ARD),17.05,18.25,17.8,17040.0,17050.0,16.87,17.97,12.69,21.54,74181.0,99678.0,4.03,1.18,2.76,6.17,"Apr 23, 2020 "," Apr 27, 2020","['0.56', '(2.97%)']","Mar 16, 2020",21.31,35.91291988077563,17.05,-1.1999999999999993,0.0,1.1999999999999993,0.19160679184130755,0.3419248521392078,0.5603769092610406,2.0
(SMGZY),18.44,19.73,19.0,0.0,0.0,18.19,19.01,17.92,23.5,38714.0,32616.0,7.263,0.5,20.2,0.91,N,/,"['0.82', '(4.15%)']","Oct 16, 2019",26.58,21.90339936102889,18.44,-1.2899999999999991,0.0,1.2899999999999991,0.08579346526532812,0.30589671876142244,0.2804654643328845,0.0
(TDY),337.62,361.03,347.42,335100.0,336810.0,332.14,349.93,224.84,398.99,250447.0,241303.0,12.367,1.03,31.47,10.73,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,400.0,36.155098115306956,337.62,-23.409999999999968,0.0,23.409999999999968,2.7214287331555593,4.805666683585655,0.5662957737895,2.0
(SBNY),116.0,124.03,119.48,115830.0,190000.0,114.33,121.91,111.91,148.64,831230.0,396037.0,6.263,1.37,10.67,10.87,"Apr 14, 2020 "," Apr 19, 2020","['2.24', '(1.79%)']","Jan 29, 2020",159.06,,,,,,,,,
(CRZBY),4.866,5.2,4.86,0.0,0.0,4.82,4.98,4.82,9.29,183201.0,69014.0,6.048,1.68,6.13,0.794,N,/,"['0.22', '(4.03%)']","May 22, 2019",4.13,25.45457108949388,4.8660000000000005,-0.3340000000000005,0.0,0.3340000000000005,0.046598860306548806,0.13646790653354154,0.3414638759413781,0.0
(TDG),503.11,536.37,518.48,439000.0,501760.0,494.72,522.03,422.06,673.51,1242349.0,378122.0,27.011,1.11,39.2,12.84,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']","Dec 26, 2019",677.33,25.791052335297238,503.11,-33.25999999999999,0.0,33.25999999999999,3.6282885336826247,10.439724227149952,0.3475463963163659,0.0
(ARWR),33.4,35.59,34.5,33310.0,33450.0,32.4,34.9,17.27,73.72,1656848.0,1972775.0,3.395,1.92,62.78,0.53,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,67.25,29.12581554637919,33.4,-2.190000000000005,0.0,2.190000000000005,0.3539871962414138,0.8613854537629575,0.4109509798372177,0.0
(SHLX),15.1,16.09,15.92,15120.0,18830.0,14.82,15.92,14.82,22.7,2264488.0,982073.0,3.562,1.16,9.09,1.66,"Apr 29, 2020 "," May 03, 2020","['1.84', '(11.44%)']","Jan 30, 2020",20.09,21.37117572693049,15.1,-0.9900000000000002,0.0,0.9900000000000002,0.08763791933882027,0.3224374104353155,0.2717982358824377,0.0
(SUN),26.26,27.97,27.44,26280.0,27530.0,25.86,27.67,25.36,34.09,890192.0,371316.0,2.18,0.82,9.31,2.82,"May 05, 2020 "," May 10, 2020","['3.30', '(12.22%)']","Feb 05, 2020",34.0,31.030010082269,26.26,-1.7099999999999973,0.0,1.7099999999999973,0.19780371633809213,0.4396556844602337,0.4499059680780341,2.0
(TMHC),21.7,23.1,22.25,21010.0,21960.0,21.1,22.5,16.4,28.47,3387368.0,2609086.0,2.918,0.69,9.23,2.35,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,32.33,,,,,,,,,
(ATHM),73.31,78.11,75.69,72020.0,79080.0,72.08,76.83,65.46,117.99,758839.0,648134.0,8.655,1.2,22.23,3.3,"May 05, 2020 "," May 10, 2020","['0.77', '(0.95%)']","Apr 13, 2020",586.12,,,,,,,,,
(GLOB),110.51,117.58,113.2,105000.0,117750.0,107.83,115.75,67.94,141.67,348613.0,287073.0,4.105,0.92,77.28,1.43,F,e,"['N/A', '(N/A)']",,134.33,41.98272102479283,110.51,-7.069999999999991,0.0,7.069999999999991,1.7864547014860572,2.4687594863486693,0.7236244402763792,2.0
(HOG),26.19,27.8,26.8,25010.0,28580.0,25.75,27.08,25.75,41.4,4309554.0,1726062.0,4.002,1.15,9.77,2.68,"Apr 20, 2020 "," Apr 26, 2020","['1.52', '(5.47%)']","Mar 03, 2020",35.3,24.658717806382114,26.19,-1.6099999999999994,0.0,1.6099999999999994,0.20921344431557728,0.639222577209553,0.327293577815841,0.0
(BPOP),44.04,46.81,44.92,44010.0,43830.0,43.35,45.92,43.35,61.46,941287.0,587906.0,3.901,1.21,6.4,6.88,"Apr 15, 2020 "," Apr 19, 2020","['1.60', '(3.42%)']","Mar 17, 2020",67.17,22.45912707972475,44.04,-2.770000000000003,0.0,2.770000000000003,0.26338323585996243,0.9093392609895912,0.28964243287300145,0.0
(FICO),357.93,380.4,369.11,325000.0,356650.0,345.32,370.89,241.74,436.69,402432.0,218398.0,10.433,1.09,52.33,6.84,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']","Feb 28, 2017",434.6,35.78480407756993,357.93,-22.469999999999967,0.0,22.469999999999967,3.5525679807930737,6.375020201867505,0.5572637996899807,2.0
(AMP),126.6,134.51,128.26,127170.0,137770.0,123.76,131.33,121.57,180.85,1563868.0,793818.0,15.686,1.85,9.09,13.92,"Apr 21, 2020 "," Apr 26, 2020","['3.88', '(2.88%)']","Feb 12, 2020",185.22,24.92230814184086,126.6,-7.9099999999999975,0.0,7.9099999999999975,1.199260268709342,3.61273492003468,0.33195357402469755,0.0
(WLK),51.13,54.3,52.4,51150.0,56180.0,50.72,53.76,50.72,78.08,969616.0,578824.0,6.565,1.61,15.73,3.25,"Apr 29, 2020 "," May 03, 2020","['1.05', '(1.93%)']","Feb 23, 2020",68.16,31.484623031280638,51.13,-3.1699999999999946,0.0,3.1699999999999946,0.5651191663143461,1.2297861300040769,0.4595263782268164,2.0
(ADSK),173.42,184.04,177.83,172010.0,173290.0,168.57,179.68,129.7,211.58,2879591.0,1509804.0,38.158,1.63,180.65,0.96,"May 20, 2020 "," May 24, 2020","['N/A', '(N/A)']","Mar 21, 2005",221.33,35.77574023754281,173.42,-10.620000000000003,0.0,10.620000000000003,1.8826578873402784,3.379729067729992,0.5570440261960917,2.0
(TCF),32.46,34.44,32.8,32120.0,32450.000000000004,31.94,33.97,31.94,47.46,1037340.0,1053195.0,4.959,1.42,12.73,2.55,"Apr 19, 2020 "," Apr 23, 2020","['1.40', '(4.07%)']","Feb 12, 2020",48.5,,,,,,,,,
(YPF),7.3,7.75,7.57,7300.0,7720.0,7.2,7.67,7.2,18.73,2768446.0,2036895.0,2.871,1.35,2.34,3.12,N,/,"['0.14', '(1.69%)']","Jul 08, 2019",12.62,21.63722492324709,7.3,-0.4500000000000002,0.0,0.4500000000000002,0.047104345565026885,0.17059614852383315,0.2761161138315275,0.0
(SIVB),174.44,185.06,174.99,174000.0,171080.0,169.24,182.78,169.24,270.95,952740.0,502503.0,9.011,2.27,8.03,21.73,J,a,"['N/A', '(N/A)']","Feb 09, 1992",273.94,,,,,,,,,
(HEI),105.08,111.39,108.24,105310.0,104170.0,102.08,108.24,89.26,147.93,1678469.0,660416.0,13.002,0.71,38.92,2.7,"Feb 23, 2020 "," Feb 27, 2020","['0.16', '(0.14%)']","Jan 07, 2020",131.33,35.046905380269806,105.08,-6.310000000000002,0.0,6.310000000000002,1.155875631712507,2.142206236489257,0.5395725266894972,2.0
(PCTY),124.74,132.26,127.61,123430.0,123350.0,120.9,129.49,78.78,150.73,439873.0,363995.0,6.687,1.29,120.17,1.04,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,155.44,37.78025713642525,124.74,-7.519999999999996,0.0,7.519999999999996,1.3176936995823954,2.170090131068036,0.6072068992516345,2.0
(TV),8.48,8.99,8.76,8490.0,10000.0,8.46,8.89,7.42,12.61,1529353.0,1521275.0,4.889,0.57,15.28,0.56,N,/,"['0.09', '(0.95%)']","May 28, 2019",12.95,23.913806709684373,8.48,-0.5099999999999998,0.0,0.5099999999999998,0.06778677849213058,0.21567615702067927,0.3142988980725909,0.0
(SITE),99.48,105.26,101.65,96000.0,99000.0,96.55,103.47,49.65,119.42,452583.0,330418.0,4.157,0.85,54.66,1.82,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,105.63,45.70350477164504,99.48,-5.780000000000001,0.0,5.780000000000001,1.2508173304156505,1.4859910099190523,0.8417395004857986,2.0
(HQY),62.84,66.49,63.31,61020.0,62700.0,60.69,64.4,50.87,88.78,1014883.0,807778.0,4.446,1.37,78.75,0.8,M,a,"['N/A', '(N/A)']",,85.7,34.50753211893263,62.84,-3.649999999999992,0.0,3.649999999999992,0.8501013869896891,1.613422762056249,0.5268931410799397,2.0
(ABCB),32.3,34.16,32.73,31970.0,32290.0,31.73,33.49,31.73,44.9,714730.0,355227.0,2.245,1.51,11.75,2.75,"Apr 20, 2020 "," Apr 26, 2020","['0.60', '(1.76%)']","Dec 29, 2019",48.83,21.855517156892333,32.3,-1.8599999999999997,0.0,1.8599999999999997,0.1736098296922353,0.6207425914651192,0.2796808726826195,0.0
(ELP),14.98,15.85,14.76,14930.0,14940.0,14.55,15.17,8.91,18.15,1031558.0,729054.0,4.099,0.76,14.05,1.07,N,/,"['0.70', '(4.39%)']","Dec 25, 2019",19.0,,,,,,,,,
(FBHS),60.42,63.87,61.51,54000.0,76000.0,59.14,62.34,44.79,73.28,1470595.0,1264044.0,8.457,1.55,19.75,3.06,"Apr 21, 2020 "," Apr 26, 2020","['0.96', '(1.50%)']","Feb 26, 2020",72.5,,,,,,,,,
(PNC),114.23,120.69,115.38,114000.0,113320.0,112.12,118.49,112.12,161.79,3629886.0,2129827.0,48.973,1.19,10.04,11.38,A,p,"['4.60', '(3.81%)']","Jan 15, 2020",160.68,,,,,,,,,
(NMR),4.24,4.49,4.24,3550.0,4980.0,4.21,4.32,3.05,5.41,316231.0,164309.0,12.971,1.43,15.36,0.276,N,/,"['0.27', '(6.10%)']","Sep 26, 2019",5.12,,,,,,,,,
(MMP),52.14,54.97,53.61,52000.0,52110.0,51.81,53.76,51.81,67.75,2081882.0,1334331.0,11.922,0.67,11.69,4.46,"Apr 28, 2020 "," May 03, 2020","['4.11', '(7.24%)']","Feb 05, 2020",67.75,,,,,,,,,
(APO),40.5,42.74,41.07,39510.0,41890.0,38.78,41.5,27.69,52.67,3924836.0,2284806.0,16.651,1.63,10.92,3.71,"Apr 29, 2020 "," May 03, 2020","['3.56', '(8.33%)']","Feb 09, 2020",52.92,29.635755430488828,40.5,-2.240000000000002,0.0,2.240000000000002,0.2282098539170123,0.5418391986616624,0.4211763461940156,0.0
(TCBI),42.18,44.47,42.09,41830.0,57750.0,41.55,44.0,41.55,66.61,655631.0,560881.0,2.124,1.75,6.79,6.21,"Oct 14, 2019 "," Oct 20, 2019","['N/A', '(N/A)']",,60.95,,,,,,,,,
(AZPN),103.1,108.69,105.28,102510.0,103060.0,100.11,106.61,96.25,142.89,713815.0,596367.0,7.002,1.54,28.73,3.59,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,146.5,28.674998174976736,103.1,-5.5900000000000025,0.0,5.5900000000000025,0.782005342419659,1.9451276730658555,0.40203291189985707,0.0
(UGP),3.69,3.89,3.68,3690.0,3700.0,3.64,3.76,3.61,7.26,1703591.0,1702309.0,3.978,0.55,7.06,0.523,N,/,"['0.11', '(2.63%)']","Feb 27, 2020",6.08,20.2956847286638,3.69,-0.20000000000000015,0.0,0.20000000000000015,0.030114278990918113,0.1182634643250658,0.2546372132998257,0.0
(RUN),20.22,21.3,20.68,19540.0,20160.0,19.7,21.03,12.9,23.66,2164239.0,2573811.0,2.212,0.4,96.29,0.21,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,23.85,,,,,,,,,
(MTZ),46.36,48.75,46.4,45650.0,49870.0,45.65,47.37,44.55,73.71,1821844.0,903381.0,3.652,1.2,8.97,5.17,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']","Aug 03, 1982",72.85,24.963273876534004,46.36,-2.390000000000001,0.0,2.390000000000001,0.35080916047352273,1.054491931877552,0.3326807440327186,0.0
(FRC),94.91,99.87,95.44,91470.0,123160.0,92.78,97.93,87.43,122.34,1849976.0,1075485.0,16.257,0.91,18.25,5.2,"Apr 09, 2020 "," Apr 13, 2020","['0.76', '(0.76%)']","Jan 28, 2020",116.15,27.95944818307296,94.91,-4.960000000000008,0.0,4.960000000000008,0.7066996622385929,1.8208883559914613,0.38810707966431024,0.0
(SBAC),285.57,300.32,292.64,282030.0,282500.0,276.79,295.74,182.11,309.85,926779.0,727172.0,31.964,0.47,223.1,1.28,"May 17, 2020 "," May 21, 2020","['1.86', '(0.61%)']","Mar 08, 2020",301.15,53.94979800147216,285.57,-14.75,0.0,14.75,3.5414372232633484,3.0228824858979553,1.1715431346684837,2.0
(MTB),125.13,131.59,126.11,122000.0,123950.0,122.47,129.23,122.47,175.72,1331678.0,705611.0,16.322,1.18,9.1,13.76,"Apr 12, 2020 "," Apr 16, 2020","['4.40', '(3.34%)']","Feb 27, 2020",175.58,,,,,,,,,
(IFNNY),19.21,20.2,19.2,0.0,0.0,18.91,19.46,15.43,24.9,342059.0,172336.0,23.625,1.04,17.34,1.11,N,/,"['0.29', '(1.45%)']","Feb 20, 2020",29.7,,,,,,,,,
(EQNR),14.77,15.53,15.14,14510.0,16460.0,14.65,15.26,14.65,23.97,4965726.0,3298201.0,49.173,0.85,26.85,0.55,N,/,"['1.04', '(6.70%)']","Feb 17, 2020",23.69,27.34039017778072,14.77,-0.7599999999999998,0.0,0.7599999999999998,0.09093563263467463,0.2416698351123701,0.37628044307802,0.0
(ROG),111.17,116.87,113.66,100000.0,125000.0,109.96,118.71,106.01,206.43,121797.0,143104.0,2.069,2.13,43.94,2.53,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']","Jan 08, 1992",145.67,,,,,,,,,
(TREX),103.08,108.28,104.59,95000.0,103730.0,99.76,105.73,57.55,111.85,1000929.0,516040.0,5.998,1.85,41.73,2.47,"Apr 26, 2020 "," Apr 30, 2020","['N/A', '(N/A)']",,102.55,,,,,,,,,
(EXPGY),34.14,35.89,34.1,0.0,0.0,33.74,34.41,25.91,37.71,125551.0,106498.0,31.014,0.28,42.78,0.8,N,/,"['0.29', '(0.81%)']","Jan 01, 2020",32.6,43.06424951733665,34.14,-1.75,0.0,1.75,0.309573845034086,0.4092912193842753,0.7563657131462508,2.0
(IPGP),121.47,127.61,123.3,120060.0,120250.0,119.44,126.52,113.67,182.17,619305.0,451336.0,6.445,1.88,36.26,3.35,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']","Dec 18, 2012",155.98,,,,,,,,,
(NEO),29.09,30.56,29.5,28010.0,30560.0,28.12,29.95,18.35,34.97,537040.0,856155.0,3.003,1.0,363.62,0.08,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']",,32.86,41.78459262337597,29.09,-1.4699999999999989,0.0,1.4699999999999989,0.36480226914891534,0.508252237896417,0.7177583135861427,2.0
(CRSP),50.86,53.41,52.64,49450.0,50870.0,49.18,53.33,33.55,74.0,1078502.0,1083475.0,3.095,2.72,43.47,1.17,"Apr 26, 2020 "," Apr 30, 2020","['N/A', '(N/A)']",,74.46,42.07161658931378,50.86,-2.549999999999997,0.0,2.549999999999997,0.6643226066772291,0.9147053949374452,0.7262694746898927,2.0
(LSXMK),43.78,45.97,44.79,43440.0,43470.0,42.88,44.88,35.43,51.36,1053127.0,721732.0,13.93,1.2,28.61,1.53,N,/,"['N/A', '(N/A)']",,57.5,29.63527046270541,43.78,-2.1899999999999977,0.0,2.1899999999999977,0.21261759349563106,0.5048301981929931,0.4211665511625134,0.0
(LSXMA),43.92,46.11,45.02,43870.0,43930.0,42.96,45.12,35.32,51.11,967946.0,649457.0,13.968,1.2,28.71,1.53,N,/,"['N/A', '(N/A)']",,59.16,,,,,,,,,
(CQP),30.59,32.11,31.19,30620.0,30740.0,30.4,31.9,30.4,49.3,321631.0,288459.0,14.806,1.01,13.6,2.25,"May 06, 2020 "," May 10, 2020","['2.52', '(7.85%)']","Feb 05, 2020",40.97,,,,,,,,,
(FNMA),2.62,2.75,2.65,0.0,0.0,2.61,2.7,2.02,4.23,3556860.0,4256198.0,3.034,2.07,87.33,0.03,"May 03, 2017 "," May 07, 2017","['N/A', '(N/A)']","Aug 13, 2008",4.44,32.38316843806137,2.62,-0.1299999999999999,0.0,0.1299999999999999,0.0331191740777499,0.06915362897145222,0.4789217076579169,2.0
(BLK),450.41,472.47,452.04,445940.0,499000.0,440.52,458.96,403.54,576.81,1436222.0,654244.0,70.171,1.53,15.84,28.43,"Apr 13, 2020 "," Apr 19, 2020","['14.52', '(3.07%)']","Mar 03, 2020",578.43,31.79441253642814,450.41,-22.06,0.0,22.06,3.867839975456468,8.29731631112353,0.4661555411924181,2.0
(WWE),42.7,44.91,43.23,42580.0,46380.0,42.44,44.51,40.24,100.45,1689569.0,2122865.0,3.301,1.11,50.24,0.85,"Apr 22, 2020 "," Apr 26, 2020","['0.48', '(1.07%)']","Mar 11, 2020",56.25,32.87143321303887,42.7,-2.2099999999999937,0.0,2.2099999999999937,0.4231386501816533,0.8641147757316712,0.4896787580369395,2.0
(SHCAY),2.849,2.99,2.88,0.0,0.0,2.83,2.88,2.15,4.04,49921.0,30131.0,6.185,1.76,10.03,0.284,N,/,"['0.09', '(3.09%)']","Mar 27, 2019",2.57,,,,,,,,,
(NTR),38.52,40.4,39.67,38520.0,39990.0,38.42,40.19,38.42,55.34,1896531.0,1695034.0,22.054,0.96,22.66,1.7,N,/,"['1.80', '(4.46%)']","Mar 29, 2020",58.28,,,,,,,,,
(POL),23.32,24.45,23.26,22770.0,26280.0,22.79,24.3,22.79,37.33,735992.0,1036818.0,2.122,1.72,3.08,7.57,"Apr 14, 2020 "," Apr 19, 2020","['0.81', '(3.23%)']","Mar 15, 2020",37.56,22.601958340158557,23.32,-1.129999999999999,0.0,1.129999999999999,0.17146878579857866,0.5871769174541234,0.29202235425403217,0.0
(GMED),42.76,44.82,43.37,20000.0,44000.0,41.26,43.51,38.37,60.15,1371119.0,551060.0,4.422,1.1,28.13,1.52,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,63.25,23.752843994719825,42.76,-2.0600000000000023,0.0,2.0600000000000023,0.2765353905454751,0.8876847365557174,0.3115243274526189,0.0
(FLS),36.74,38.52,36.84,36330.0,52000.0,35.75,37.78,35.75,54.16,1409109.0,807926.0,4.809,1.63,19.04,1.93,"Apr 29, 2020 "," May 03, 2020","['0.80', '(2.08%)']","Mar 25, 2020",50.55,25.84205681439829,36.74,-1.7800000000000011,0.0,1.7800000000000011,0.2886288613529017,0.8282669934386866,0.3484732141197749,0.0
(SBS),12.26,12.85,12.29,12250.0,13090.0,12.03,12.51,9.26,15.4,1830140.0,1391960.0,8.159,0.58,16.41,0.75,N,/,"['0.30', '(2.24%)']","Apr 29, 2019",73.36,31.98711051525831,12.26,-0.5899999999999999,0.0,0.5899999999999999,0.1116400512899946,0.2373756912752512,0.4703095362892122,2.0
(INDB),64.63,67.74,65.36,63990.0,64720.0,62.87,67.0,62.33,87.64,210636.0,146314.0,2.28,1.14,12.85,5.03,"Apr 15, 2020 "," Apr 19, 2020","['1.76', '(2.46%)']","Dec 26, 2019",84.38,,,,,,,,,
(HRC),95.96,100.61,97.73,88580.0,105990.0,93.86,98.07,93.86,117.1,648271.0,470396.0,6.428,0.91,43.23,2.22,"Apr 23, 2020 "," Apr 27, 2020","['0.88', '(0.88%)']","Mar 19, 2020",125.63,,,,,,,,,
(SBRCY),12.98,13.6,13.03,0.0,0.0,12.83,13.08,12.21,17.48,419460.0,147098.0,71.981,0.71,2.64,4.91,N,/,"['1.01', '(7.40%)']","Jun 11, 2019",11.6,24.23998792212734,12.98,-0.6199999999999992,0.0,0.6199999999999992,0.07659765544506843,0.2393994304080424,0.3199575509202849,0.0
(PTR),37.35,39.13,38.25,37120.0,38350.0,37.02,38.37,37.02,68.8,176894.0,109367.0,124.988,1.31,8.49,4.4,N,/,"['2.33', '(5.95%)']","Sep 12, 2019",71.45,22.546739959231076,37.35,-1.7800000000000011,0.0,1.7800000000000011,0.16055272567685105,0.5515357002648232,0.2911012389583497,0.0
(DCI),45.87,48.06,46.35,41000.0,56200.0,45.11,47.2,43.84,58.32,1307305.0,421095.0,5.401,1.52,22.93,2.0,"Jun 01, 2020 "," Jun 07, 2020","['0.84', '(1.75%)']","Feb 12, 2020",52.33,34.8704747968562,45.87,-2.190000000000005,0.0,2.190000000000005,0.35892702378110986,0.6703879651087731,0.5354019500079668,2.0
(CIEN),41.09,42.88,41.59,40800.0,41090.0,40.42,42.43,32.76,46.78,3365787.0,2796173.0,6.324,1.0,22.82,1.8,"Jun 03, 2020 "," Jun 07, 2020","['N/A', '(N/A)']",,50.95,47.36456560370418,41.09,-1.7899999999999991,0.0,1.7899999999999991,0.4122484101588868,0.4581246311736122,0.8998608284885253,2.0
(AMKR),9.86,10.32,9.95,9310.0,9790.0,9.6,10.15,6.41,15.25,926045.0,1284663.0,2.377,1.58,19.72,0.5,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,13.67,36.58304257360796,9.86,-0.4600000000000009,0.0,0.4600000000000009,0.15572325050745525,0.26994733223351786,0.5768653063507474,2.0
(HELE),153.44,160.56,155.26,151410.0,153400.0,150.2,157.37,108.31,198.59,266825.0,156740.0,3.862,0.67,20.22,7.59,"Apr 23, 2020 "," Apr 27, 2020","['N/A', '(N/A)']",,220.6,28.11889409910876,153.44,-7.1200000000000045,0.0,7.1200000000000045,1.2588334762660405,3.2179907965133783,0.3911861642457022,0.0
(XPO),65.77,68.81,65.43,65810.0,72500.0,63.85,67.72,45.73,100.18,1339821.0,1084108.0,6.074,2.38,18.42,3.57,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,107.33,25.894862852180093,65.77,-3.0400000000000063,0.0,3.0400000000000063,0.7247707450890629,2.0741270487567305,0.3494341127866317,0.0
(RH),167.22,174.81,169.05,160000.0,172790.0,161.12,176.63,84.11,256.27,1625876.0,1064718.0,3.185,1.92,20.93,7.99,"Mar 25, 2020 "," Mar 29, 2020","['N/A', '(N/A)']",,233.67,30.150886394129373,167.22,-7.5900000000000025,0.0,7.5900000000000025,2.388144332656357,5.5324995298118065,0.4316573945985664,2.0
(NXST),97.85,102.32,102.0,96920.0,98110.0,95.72,104.66,89.55,133.25,1549620.0,557852.0,4.775,1.44,20.39,4.8,"May 05, 2020 "," May 10, 2020","['2.24', '(1.94%)']","Feb 12, 2020",145.56,27.09407144681316,97.85,-4.469999999999999,0.0,4.469999999999999,0.8182374560694549,2.201749619980339,0.3716305653668111,0.0
(ANGI),6.13,6.41,6.19,6010.0,6630.0,6.11,6.43,6.11,18.62,1943483.0,1717783.0,3.331,1.63,88.84,0.07,"May 05, 2020 "," May 10, 2020","['N/A', '(N/A)']",,10.95,22.264226987199308,6.13,-0.28000000000000025,0.0,0.28000000000000025,0.048575083891800236,0.1696003951837958,0.2864090253985521,0.0
(FTNT),99.5,104.0,101.01,97010.0,99670.0,97.72,102.73,68.87,121.82,1982902.0,1311231.0,17.165,1.19,53.21,1.87,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,130.04,35.1563053450933,99.5,-4.5,0.0,4.5,0.9898133816630962,1.8256513605705256,0.5421699909635398,2.0
(PLD),85.88,89.71,86.35,81650.0,88510.0,82.28,86.4,68.96,99.79,5232844.0,3732903.0,63.443,1.13,34.85,2.46,"Apr 13, 2020 "," Apr 19, 2020","['2.32', '(2.59%)']","Mar 12, 2020",100.5,,,,,,,,,
(NOVT),87.32,91.26,88.46,85450.0,86060.0,84.61,89.71,69.31,99.79,142798.0,116255.0,3.064,1.4,75.93,1.15,F,e,"['N/A', '(N/A)']",,100.0,41.645245043215844,87.32,-3.940000000000012,0.0,3.940000000000012,1.0300095487503564,1.4432849358456676,0.7136564119591814,2.0
(TROW),116.75,122.01,116.78,115830.0,116680.0,113.89,118.37,95.07,139.82,1906615.0,1206722.0,27.558,1.06,13.42,8.7,"Apr 21, 2020 "," Apr 26, 2020","['3.60', '(2.95%)']","Mar 12, 2020",137.46,34.474682775360264,116.75,-5.260000000000005,0.0,5.260000000000005,1.028668229998537,1.9551684500992024,0.5261276745470927,2.0
(ESI),9.62,10.01,9.59,9580.0,9620.0,9.43,9.99,8.55,12.74,2781429.0,2224640.0,2.579,1.95,27.41,0.35,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,13.57,27.761546352330484,9.62,-0.39000000000000057,0.0,0.39000000000000057,0.07765789417862852,0.2020739809591893,0.3843042721779815,0.0
(MAS),42.1,43.94,42.68,42050.0,42060.0,41.09,42.82,34.79,50.06,3985728.0,2851039.0,11.693,1.46,13.04,3.23,"Apr 22, 2020 "," Apr 26, 2020","['0.54', '(1.23%)']","Jan 08, 2020",51.93,,,,,,,,,
(ANSS),237.78,248.06,239.59,237560.0,237780.0,230.5,241.67,174.25,299.06,915009.0,637242.0,20.429,1.44,45.29,5.25,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,266.82,,,,,,,,,
(CMA),44.81,46.72,44.56,44010.0,46030.0,44.01,46.77,44.01,83.72,4823317.0,1836591.0,6.334,1.54,5.69,7.87,A,p,"['2.72', '(5.82%)']","Mar 11, 2020",68.98,,,,,,,,,
(Y),674.17,699.57,678.42,663910.0,668120.0,657.94,686.77,600.23,847.95,128150.0,58127.0,9.675,0.71,11.35,59.39,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']","Mar 23, 1987",893.33,,,,,,,,,
(QLYS),78.87,82.23,79.94,78430.0,78750.0,77.05,80.66,72.76,95.99,299907.0,317552.0,2.998,1.23,46.95,1.68,"Apr 28, 2020 "," May 03, 2020","['N/A', '(N/A)']",,96.89,37.218800377366684,78.87,-3.3599999999999994,0.0,3.3599999999999994,0.6979392607797884,1.1772938303012872,0.5928335329857078,2.0
(USFD),31.3,32.58,31.82,22190.0,41060.0,29.89,31.82,29.89,43.1,4285324.0,1372873.0,6.882,0.48,17.89,1.75,"May 04, 2020 "," May 10, 2020","['N/A', '(N/A)']",,48.86,20.216101470790164,31.3,-1.2799999999999976,0.0,1.2799999999999976,0.1534776651448752,0.6057076078744158,0.2533857312498813,0.0
(CWST),50.07,52.2,50.68,48670.0,49550.0,48.58,50.9,32.07,56.14,566180.0,258667.0,2.281,0.79,75.86,0.66,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']",,59.5,,,,,,,,,
